,aggression,toxicity
29880,1.0,0.6
29881,1.0,0.4
29882,1.0,0.2
29883,1.0,0.8
29884,1.0,1.0
29885,1.0,0.2
29886,0.8,1.0
29887,0.3333333333333333,1.0
29888,0.8,0.6
29889,0.47368421052631576,1.0
29890,1.0,0.4
29891,0.5555555555555556,1.0
29892,0.1111111111111111,0.8
29893,1.0,0.8
29894,0.6,1.0
29895,1.0,0.4
29896,0.3333333333333333,0.8
29897,1.0,0.8
29898,1.0,1.0
29899,1.0,1.0
29900,1.0,1.0
29901,0.0,1.0
29902,1.0,1.0
29903,0.6,1.0
29904,0.3333333333333333,0.6
29905,0.3333333333333333,0.2
29906,0.14285714285714285,0.8
29907,0.9459459459459459,0.2
29908,0.9,0.6
29909,0.5555555555555556,1.0
29910,0.7142857142857143,1.0
29911,0.4,0.6
29912,0.4,1.0
29913,1.0,1.0
29914,0.0,1.0
29915,0.0,0.6
29916,0.4,0.8
29917,0.8,1.0
29918,0.3,0.2
29919,0.8,0.8
29920,0.5,1.0
29921,0.8,1.0
29922,0.6,1.0
29923,0.75,1.0
29924,0.5555555555555556,1.0
29925,0.8,1.0
29926,0.5,1.0
29927,0.6,1.0
29928,1.0,1.0
29929,1.0,1.0
29930,0.8620689655172413,1.0
29931,0.75,0.8
29932,0.8620689655172413,1.0
29933,0.8,1.0
29934,1.0,0.2
29935,1.0,0.8
29936,0.8,0.8
29937,1.0,1.0
29938,1.0,1.0
29939,0.8,0.8
29940,0.2,0.6
29941,1.0,1.0
29942,1.0,1.0
29943,1.0,0.8
29944,0.4,0.4
29945,0.3333333333333333,1.0
29946,0.7,0.8
29947,0.35714285714285715,0.8
29948,0.4,1.0
29949,1.0,0.8
29950,0.8,1.0
29951,1.0,1.0
29952,0.6,1.0
29953,0.6428571428571429,1.0
29954,1.0,0.8
29955,1.0,1.0
29956,0.8,0.6363636363636364
29957,0.75,1.0
29958,1.0,0.0
29959,0.8,1.0
29960,1.0,0.6
29961,0.7777777777777778,1.0
29962,1.0,0.8
29963,1.0,1.0
29964,0.7777777777777778,1.0
29965,1.0,1.0
29966,0.8,0.2
29967,0.5862068965517241,1.0
29968,0.7777777777777778,0.8
29969,1.0,0.8
29970,0.4,0.4
29971,1.0,0.8
29972,0.8,1.0
29973,1.0,1.0
29974,1.0,1.0
29975,1.0,0.8
29976,0.8,0.8
29977,1.0,1.0
29978,1.0,0.2
29979,0.8,0.6
29980,1.0,0.6
29981,0.6,0.6
29982,0.8,0.8
29983,0.9333333333333333,1.0
29984,1.0,0.2
29985,0.6842105263157895,1.0
29986,1.0,1.0
29987,1.0,1.0
29988,0.8,1.0
29989,0.6842105263157895,1.0
29990,0.6,1.0
29991,1.0,0.8
29992,0.6,1.0
29993,1.0,0.8
29994,0.6,1.0
29995,0.6,1.0
29996,0.6,0.4
29997,1.0,0.8
29998,1.0,1.0
29999,1.0,1.0
30000,0.75,0.8
30001,1.0,1.0
30002,1.0,1.0
30003,1.0,1.0
30004,0.7777777777777778,1.0
30005,0.7857142857142857,0.8
30006,1.0,1.0
30007,0.2,0.8
30008,1.0,0.8
30009,0.1111111111111111,1.0
30010,0.5555555555555556,0.8
30011,0.7777777777777778,0.8
30012,1.0,0.8
30013,0.8,0.0
30014,1.0,0.4
30015,1.0,0.4
30016,0.5555555555555556,1.0
30017,0.2,1.0
30018,0.2631578947368421,0.8
30019,1.0,1.0
30020,1.0,0.2
30021,1.0,0.2
30022,1.0,1.0
30023,1.0,1.0
30024,1.0,0.8
30025,1.0,1.0
30026,1.0,1.0
30027,0.8,0.8
30028,1.0,0.6
30029,0.0,0.6
30030,0.7241379310344828,0.6
30031,1.0,0.8
30032,0.7777777777777778,0.6
30033,1.0,1.0
30034,0.1111111111111111,1.0
30035,1.0,1.0
30036,0.6,0.8
30037,0.7777777777777778,1.0
30038,1.0,0.8
30039,1.0,1.0
30040,1.0,0.8
30041,1.0,0.6
30042,0.6,1.0
30043,1.0,1.0
30044,0.75,1.0
30045,1.0,0.2
30046,1.0,0.4
30047,1.0,1.0
30048,0.8,1.0
30049,0.75,1.0
30050,1.0,1.0
30051,0.9333333333333333,0.0
30052,0.5,1.0
30053,1.0,1.0
30054,1.0,0.0
30055,0.8,1.0
30056,0.8,0.8
30057,1.0,1.0
30058,1.0,0.4
30059,1.0,1.0
30060,0.8947368421052632,0.8
30061,1.0,1.0
30062,1.0,0.6
30063,0.8,1.0
30064,1.0,0.8
30065,1.0,1.0
30066,1.0,1.0
30067,1.0,0.8
30068,1.0,1.0
30069,0.9,0.4
30070,1.0,1.0
30071,0.5,0.6
30072,0.8,0.0
30073,0.5555555555555556,0.4
30074,0.0,1.0
30075,0.2,1.0
30076,0.5,1.0
30077,1.0,0.8
30078,0.4,1.0
30079,1.0,0.5555555555555556
30080,1.0,1.0
30081,0.75,0.4
30082,1.0,1.0
30083,1.0,1.0
30084,1.0,0.6
30085,0.8,0.8
30086,1.0,0.2
30087,0.3333333333333333,1.0
30088,0.6842105263157895,1.0
30089,0.6842105263157895,1.0
30090,1.0,1.0
30091,0.7777777777777778,1.0
30092,1.0,1.0
30093,1.0,0.8
30094,0.2,0.0
30095,0.0,1.0
30096,1.0,0.8
30097,0.9333333333333333,0.0
30098,0.5862068965517241,1.0
30099,0.8,1.0
30100,1.0,1.0
30101,1.0,1.0
30102,0.8,0.8
30103,1.0,0.8
30104,0.6,1.0
30105,0.75,1.0
30106,0.8,0.8
30107,0.6,1.0
30108,1.0,0.4
30109,0.9310344827586207,0.8
30110,0.7857142857142857,0.6
30111,0.8,0.4
30112,1.0,1.0
30113,1.0,1.0
30114,1.0,1.0
30115,1.0,0.8
30116,0.6,1.0
30117,0.875,1.0
30118,0.4074074074074074,0.4
30119,1.0,0.8
30120,1.0,0.6
30121,1.0,1.0
30122,1.0,1.0
30123,1.0,1.0
30124,1.0,1.0
30125,0.8,1.0
30126,0.5,0.6
30127,0.8,0.6
30128,0.6,0.6
30129,0.7777777777777778,0.8
30130,0.5555555555555556,0.2
30131,0.75,1.0
30132,0.4,0.8
30133,1.0,1.0
30134,1.0,0.6
30135,1.0,1.0
30136,1.0,0.8
30137,0.5555555555555556,1.0
30138,0.9,0.8181818181818182
30139,0.5555555555555556,1.0
30140,0.3333333333333333,0.7
30141,0.3333333333333333,1.0
30142,1.0,1.0
30143,1.0,0.2
30144,1.0,0.0
30145,1.0,0.4
30146,1.0,1.0
30147,0.5555555555555556,0.8
30148,1.0,1.0
30149,1.0,1.0
30150,1.0,0.8
30151,1.0,1.0
30152,0.8,1.0
30153,1.0,1.0
30154,0.2,1.0
30155,1.0,0.8
30156,1.0,1.0
30157,1.0,1.0
30158,1.0,1.0
30159,1.0,1.0
30160,1.0,1.0
30161,1.0,1.0
30162,1.0,1.0
30163,0.6,1.0
30164,1.0,1.0
30165,1.0,1.0
30166,0.8,1.0
30167,1.0,1.0
30168,1.0,0.2
30169,0.8,1.0
30170,1.0,1.0
30171,0.8,0.4
30172,1.0,1.0
30173,1.0,0.6
30174,1.0,0.8
30175,0.7777777777777778,1.0
30176,1.0,1.0
30177,1.0,1.0
30178,0.5555555555555556,1.0
30179,0.8,0.8
30180,1.0,1.0
30181,0.3333333333333333,1.0
30182,0.8,0.2
30183,1.0,1.0
30184,0.75,1.0
30185,0.8,1.0
30186,0.5555555555555556,0.8
30187,0.7777777777777778,0.2
30188,1.0,1.0
30189,0.8,0.4
30190,1.0,1.0
30191,0.75,1.0
30192,0.8,1.0
30193,0.8,1.0
30194,1.0,1.0
30195,0.5555555555555556,1.0
30196,1.0,0.6
30197,1.0,0.8
30198,0.7777777777777778,0.8
30199,0.4,1.0
30200,1.0,1.0
30201,1.0,1.0
30202,1.0,1.0
30203,0.4,0.2
30204,1.0,1.0
30205,0.7777777777777778,0.8
30206,1.0,1.0
30207,1.0,1.0
30208,0.8,1.0
30209,1.0,1.0
30210,0.7777777777777778,1.0
30211,0.4074074074074074,0.6
30212,0.5555555555555556,1.0
30213,0.6,1.0
30214,0.6,1.0
30215,0.9,0.6
30216,1.0,1.0
30217,1.0,1.0
30218,0.3333333333333333,0.6
30219,0.8947368421052632,0.2
30220,1.0,0.8
30221,0.5714285714285714,0.4
30222,1.0,0.8
30223,1.0,0.8
30224,1.0,1.0
30225,0.8888888888888888,1.0
30226,1.0,1.0
30227,1.0,0.8
30228,0.9,1.0
30229,1.0,1.0
30230,0.7777777777777778,0.6
30231,0.7777777777777778,1.0
30232,1.0,1.0
30233,1.0,1.0
30234,0.7777777777777778,1.0
30235,0.7777777777777778,0.4
30236,1.0,1.0
30237,0.7777777777777778,0.6
30238,1.0,1.0
30239,1.0,1.0
30240,1.0,1.0
30241,0.1111111111111111,0.4
30242,0.6,1.0
30243,1.0,1.0
30244,0.6,1.0
30245,1.0,0.6
30246,0.3103448275862069,0.6
30247,0.8823529411764706,1.0
30248,1.0,0.8
30249,1.0,0.4
30250,1.0,1.0
30251,0.3333333333333333,1.0
30252,1.0,1.0
30253,0.2,1.0
30254,1.0,0.6
30255,0.8947368421052632,0.8
30256,1.0,0.45454545454545453
30257,0.2,1.0
30258,1.0,0.4
30259,1.0,1.0
30260,0.4,1.0
30261,0.4,1.0
30262,0.6,0.0
30263,1.0,0.8
30264,1.0,1.0
30265,1.0,0.6
30266,0.0,1.0
30267,1.0,1.0
30268,0.8,1.0
30269,0.8,1.0
30270,1.0,0.8
30271,0.7777777777777778,1.0
30272,0.6,0.8
30273,1.0,1.0
30274,1.0,0.8
30275,0.6551724137931034,1.0
30276,1.0,1.0
30277,0.4,0.8
30278,1.0,0.8
30279,0.8,1.0
30280,0.3333333333333333,1.0
30281,1.0,1.0
30282,0.0,1.0
30283,0.3333333333333333,1.0
30284,0.2,1.0
30285,0.2,1.0
30286,0.1111111111111111,0.6
30287,0.9,0.8
30288,0.21428571428571427,1.0
30289,1.0,1.0
30290,0.4666666666666667,1.0
30291,1.0,0.6
30292,0.75,1.0
30293,1.0,1.0
30294,0.7777777777777778,0.8181818181818182
30295,0.5,1.0
30296,0.6,1.0
30297,1.0,0.6
30298,0.2222222222222222,1.0
30299,1.0,0.8
30300,0.0,1.0
30301,1.0,0.8
30302,0.8888888888888888,0.2
30303,1.0,0.6
30304,0.8,1.0
30305,1.0,1.0
30306,1.0,1.0
30307,0.0,0.4
30308,0.5,1.0
30309,0.7777777777777778,0.8
30310,0.8,1.0
30311,0.75,0.8
30312,0.2,0.8
30313,0.8,0.8
30314,0.5,1.0
30315,0.4,1.0
30316,0.2,0.8
30317,0.5,0.6
30318,1.0,0.4
30319,1.0,1.0
30320,0.3333333333333333,1.0
30321,1.0,1.0
30322,0.8,0.8
30323,0.8571428571428571,1.0
30324,0.8,0.6
30325,0.8,0.8
30326,0.25,0.6
30327,1.0,0.0
30328,0.4,1.0
30329,0.6,0.8
30330,0.7777777777777778,0.6
30331,1.0,1.0
30332,1.0,0.8
30333,0.1111111111111111,1.0
30334,1.0,1.0
30335,1.0,1.0
30336,1.0,1.0
30337,1.0,0.8
30338,1.0,1.0
30339,1.0,0.8
30340,0.8,1.0
30341,1.0,0.0
30342,1.0,0.8
30343,1.0,1.0
30344,1.0,0.4
30345,1.0,1.0
30346,1.0,1.0
30347,1.0,0.8
30348,1.0,1.0
30349,1.0,1.0
30350,1.0,0.8
30351,0.6666666666666666,1.0
30352,0.0,1.0
30353,1.0,0.8
30354,1.0,1.0
30355,1.0,1.0
30356,0.8,1.0
30357,0.6,0.8
30358,0.8,0.8
30359,1.0,0.8
30360,1.0,1.0
30361,0.4,0.8
30362,1.0,0.2
30363,0.3333333333333333,0.4
30364,0.8,0.8
30365,1.0,1.0
30366,1.0,1.0
30367,1.0,0.8
30368,1.0,1.0
30369,1.0,0.8181818181818182
30370,1.0,0.8
30371,0.17647058823529413,1.0
30372,0.8,1.0
30373,0.7857142857142857,1.0
30374,1.0,1.0
30375,0.6,1.0
30376,0.3684210526315789,0.8
30377,1.0,1.0
30378,0.4,0.8
30379,1.0,1.0
30380,0.75,0.8
30381,1.0,1.0
30382,0.8,1.0
30383,1.0,0.6
30384,0.3333333333333333,0.6
30385,0.8,1.0
30386,1.0,0.8
30387,1.0,1.0
30388,1.0,0.8
30389,0.6,1.0
30390,1.0,0.8
30391,1.0,0.8
30392,1.0,0.4
30393,0.7777777777777778,1.0
30394,1.0,1.0
30395,1.0,1.0
30396,0.8947368421052632,1.0
30397,1.0,0.8
30398,1.0,0.6
30399,1.0,0.4
30400,1.0,1.0
30401,0.2,1.0
30402,1.0,1.0
30403,0.6,1.0
30404,0.0,1.0
30405,1.0,0.6
30406,0.8,0.8
30407,1.0,1.0
30408,0.1111111111111111,1.0
30409,0.5555555555555556,0.4
30410,1.0,1.0
30411,1.0,1.0
30412,0.7692307692307693,1.0
30413,1.0,0.8
30414,1.0,1.0
30415,1.0,1.0
30416,0.5555555555555556,1.0
30417,0.5,1.0
30418,0.8,1.0
30419,1.0,0.8
30420,1.0,0.6
30421,1.0,0.8
30422,0.4,1.0
30423,0.8,1.0
30424,1.0,0.8
30425,1.0,0.6
30426,1.0,0.8
30427,0.7777777777777778,1.0
30428,1.0,1.0
30429,0.6551724137931034,0.6
30430,0.8,1.0
30431,0.7894736842105263,1.0
30432,0.3333333333333333,0.8
30433,1.0,0.8
30434,0.8,1.0
30435,1.0,1.0
30436,1.0,1.0
30437,1.0,0.8181818181818182
30438,0.4,0.6
30439,1.0,0.2
30440,1.0,1.0
30441,1.0,1.0
30442,1.0,1.0
30443,0.8,0.6
30444,0.7894736842105263,1.0
30445,0.8,0.8
30446,1.0,0.6
30447,1.0,1.0
30448,0.5555555555555556,1.0
30449,1.0,1.0
30450,0.9,1.0
30451,0.4,1.0
30452,1.0,1.0
30453,1.0,1.0
30454,0.6,1.0
30455,0.7777777777777778,1.0
30456,0.7777777777777778,0.8
30457,1.0,1.0
30458,0.8,1.0
30459,1.0,0.8
30460,0.7777777777777778,1.0
30461,1.0,0.4
30462,0.5555555555555556,1.0
30463,0.8,1.0
30464,1.0,1.0
30465,0.6,0.6
30466,0.8,1.0
30467,1.0,0.4
30468,1.0,1.0
30469,0.5555555555555556,1.0
30470,1.0,0.8
30471,1.0,1.0
30472,1.0,0.2
30473,1.0,1.0
30474,0.7777777777777778,0.7777777777777778
30475,1.0,0.8
30476,1.0,0.6
30477,1.0,1.0
30478,1.0,0.6
30479,1.0,1.0
30480,1.0,1.0
30481,0.0,1.0
30482,0.7037037037037037,1.0
30483,0.8947368421052632,1.0
30484,0.8,0.8
30485,0.75,1.0
30486,1.0,1.0
30487,0.4,1.0
30488,0.6,0.6
30489,0.8,0.8
30490,0.6,0.6
30491,1.0,0.8
30492,0.75,1.0
30493,1.0,1.0
30494,0.15789473684210525,1.0
30495,1.0,0.6
30496,0.8947368421052632,0.8
30497,1.0,1.0
30498,1.0,0.8
30499,1.0,1.0
30500,0.6,1.0
30501,0.0,0.8
30502,0.6,1.0
30503,1.0,0.6
30504,1.0,1.0
30505,1.0,0.6
30506,1.0,0.8
30507,1.0,0.2
30508,1.0,0.2
30509,0.7777777777777778,0.8
30510,0.6,1.0
30511,1.0,0.2
30512,0.7777777777777778,1.0
30513,0.6,1.0
30514,0.7777777777777778,1.0
30515,0.8,0.8
30516,0.5714285714285714,1.0
30517,1.0,1.0
30518,0.8888888888888888,1.0
30519,1.0,0.8
30520,0.42857142857142855,1.0
30521,0.3333333333333333,1.0
30522,0.0,1.0
30523,0.5555555555555556,1.0
30524,1.0,0.8
30525,1.0,1.0
30526,1.0,0.8
30527,1.0,1.0
30528,1.0,0.8
30529,1.0,1.0
30530,0.1111111111111111,1.0
30531,1.0,1.0
30532,0.8,1.0
30533,1.0,1.0
30534,1.0,1.0
30535,0.8,1.0
30536,1.0,1.0
30537,0.75,0.6
30538,1.0,0.0
30539,0.8,0.8181818181818182
30540,0.4666666666666667,0.4
30541,0.8,1.0
30542,1.0,1.0
30543,0.7777777777777778,1.0
30544,1.0,0.6
30545,1.0,0.8181818181818182
30546,1.0,0.4
30547,1.0,1.0
30548,0.2,1.0
30549,1.0,1.0
30550,0.6,0.8
30551,1.0,1.0
30552,0.2,1.0
30553,0.1111111111111111,1.0
30554,1.0,0.6
30555,0.8,1.0
30556,0.4,1.0
30557,1.0,0.8
30558,1.0,1.0
30559,0.0,1.0
30560,1.0,1.0
30561,0.8,1.0
30562,0.8,0.0
30563,1.0,0.6
30564,1.0,1.0
30565,1.0,0.6
30566,0.1,1.0
30567,0.7777777777777778,1.0
30568,1.0,1.0
30569,0.3333333333333333,0.0
30570,1.0,0.8181818181818182
30571,1.0,0.8
30572,1.0,1.0
30573,1.0,1.0
30574,0.8888888888888888,0.8
30575,0.5555555555555556,1.0
30576,0.8947368421052632,1.0
30577,0.5555555555555556,0.8
30578,1.0,0.8
30579,0.7777777777777778,0.8
30580,1.0,1.0
30581,0.375,0.6
30582,0.8,1.0
30583,0.9,0.6
30584,1.0,1.0
30585,0.8,0.8
30586,1.0,0.2
30587,0.8,0.8
30588,1.0,1.0
30589,0.7857142857142857,0.6
30590,0.8,1.0
30591,1.0,0.6
30592,1.0,1.0
30593,1.0,0.4
30594,1.0,1.0
30595,1.0,1.0
30596,1.0,1.0
30597,0.7857142857142857,1.0
30598,1.0,0.8
30599,1.0,1.0
30600,1.0,1.0
30601,0.4,1.0
30602,1.0,1.0
30603,0.9,0.8
30604,1.0,1.0
30605,0.7777777777777778,1.0
30606,1.0,0.8
30607,0.25,0.6
30608,1.0,0.4
30609,1.0,1.0
30610,0.7647058823529411,0.6
30611,0.5,1.0
30612,1.0,1.0
30613,1.0,1.0
30614,0.2,1.0
30615,0.7777777777777778,1.0
30616,1.0,1.0
30617,1.0,0.8
30618,1.0,1.0
30619,0.5555555555555556,1.0
30620,0.4,1.0
30621,0.4,0.8333333333333334
30622,1.0,0.8
30623,0.4,1.0
30624,0.6,1.0
30625,1.0,1.0
30626,1.0,1.0
30627,1.0,1.0
30628,0.8,0.8
30629,0.8,1.0
30630,0.8,1.0
30631,0.2,0.6
30632,0.4,1.0
30633,0.7894736842105263,1.0
30634,1.0,1.0
30635,0.4,1.0
30636,1.0,0.8
30637,0.3333333333333333,1.0
30638,1.0,0.8
30639,1.0,1.0
30640,0.8,1.0
30641,1.0,1.0
30642,1.0,1.0
30643,1.0,0.8
30644,0.8,0.8
30645,1.0,0.6
30646,0.8,0.8
30647,0.8,0.8
30648,0.1111111111111111,0.8
30649,0.2,1.0
30650,0.7777777777777778,0.2
30651,1.0,1.0
30652,1.0,0.8
30653,0.7777777777777778,1.0
30654,0.4,0.4
30655,0.7777777777777778,0.6
30656,0.3333333333333333,0.8
30657,1.0,1.0
30658,1.0,0.6
30659,0.3,1.0
30660,0.7777777777777778,1.0
30661,0.6,1.0
30662,0.5833333333333334,0.0
30663,1.0,1.0
30664,0.6,1.0
30665,0.7931034482758621,1.0
30666,0.0,1.0
30667,1.0,1.0
30668,0.4,0.4
30669,1.0,1.0
30670,0.5555555555555556,0.6
30671,0.36,1.0
30672,0.5555555555555556,0.5555555555555556
30673,0.3,1.0
30674,1.0,1.0
30675,0.75,1.0
30676,1.0,1.0
30677,0.2,1.0
30678,1.0,0.8
30679,1.0,1.0
30680,1.0,1.0
30681,1.0,0.6
30682,1.0,1.0
30683,1.0,0.6
30684,1.0,0.6
30685,0.3333333333333333,1.0
30686,1.0,0.6
30687,1.0,1.0
30688,1.0,1.0
30689,0.1111111111111111,1.0
30690,1.0,1.0
30691,0.8,1.0
30692,1.0,1.0
30693,0.5555555555555556,1.0
30694,0.5,1.0
30695,0.4,0.8
30696,1.0,0.2
30697,0.5555555555555556,0.6
30698,0.8,1.0
30699,1.0,0.4
30700,1.0,0.4
30701,1.0,0.4
30702,0.2,0.4
30703,0.8,0.4
30704,1.0,0.2
30705,0.6,0.6
30706,1.0,0.8
30707,0.1111111111111111,0.0
30708,0.8,0.8
30709,0.8,0.8
30710,0.7777777777777778,1.0
30711,1.0,0.4
30712,0.6,1.0
30713,0.2,1.0
30714,0.0,0.8
30715,0.3333333333333333,0.4
30716,1.0,1.0
30717,0.7777777777777778,0.6
30718,0.5555555555555556,0.2
30719,1.0,1.0
30720,1.0,1.0
30721,0.0,1.0
30722,0.2,0.8
30723,1.0,1.0
30724,1.0,0.6
30725,0.8,1.0
30726,1.0,1.0
30727,1.0,1.0
30728,0.4,1.0
30729,0.8,1.0
30730,0.6,1.0
30731,0.1111111111111111,1.0
30732,0.3333333333333333,0.0
30733,1.0,1.0
30734,0.8947368421052632,0.6
30735,1.0,0.8
30736,0.8,0.6
30737,1.0,1.0
30738,1.0,1.0
30739,0.8571428571428571,1.0
30740,1.0,1.0
30741,0.6666666666666666,1.0
30742,0.5555555555555556,0.2
30743,1.0,0.8
30744,0.8,1.0
30745,0.5555555555555556,1.0
30746,1.0,1.0
30747,1.0,1.0
30748,1.0,1.0
30749,1.0,0.8
30750,1.0,1.0
30751,1.0,1.0
30752,1.0,0.8
30753,1.0,0.8
30754,1.0,1.0
30755,1.0,0.6
30756,1.0,1.0
30757,0.6,1.0
30758,1.0,1.0
30759,1.0,1.0
30760,0.47368421052631576,1.0
30761,0.8,1.0
30762,1.0,0.45454545454545453
30763,1.0,0.8
30764,1.0,0.8
30765,0.9285714285714286,0.6
30766,1.0,1.0
30767,1.0,1.0
30768,0.5,1.0
30769,0.8,1.0
30770,0.8947368421052632,0.6
30771,0.8,0.6
30772,1.0,0.2
30773,0.8,0.6
30774,1.0,1.0
30775,0.75,1.0
30776,1.0,1.0
30777,1.0,1.0
30778,0.875,1.0
30779,1.0,1.0
30780,1.0,1.0
30781,1.0,1.0
30782,1.0,1.0
30783,1.0,1.0
30784,0.0,1.0
30785,1.0,1.0
30786,0.8,1.0
30787,0.5,0.8
30788,0.6,0.6
30789,0.8,1.0
30790,0.8,0.8181818181818182
30791,1.0,1.0
30792,0.2,1.0
30793,1.0,1.0
30794,0.5555555555555556,0.6
30795,0.5555555555555556,1.0
30796,0.6,1.0
30797,1.0,1.0
30798,0.5555555555555556,0.4
30799,0.8,1.0
30800,1.0,0.2
30801,0.2,1.0
30802,1.0,0.4
30803,0.21428571428571427,0.09090909090909091
30804,0.1111111111111111,1.0
30805,0.5555555555555556,0.4
30806,0.4,1.0
30807,1.0,0.8
30808,1.0,0.0
30809,0.7777777777777778,1.0
30810,1.0,0.6
30811,1.0,0.4
30812,1.0,1.0
30813,0.9333333333333333,1.0
30814,1.0,1.0
30815,1.0,1.0
30816,0.4,0.8
30817,1.0,1.0
30818,0.6,1.0
30819,1.0,0.8
30820,0.6,1.0
30821,1.0,1.0
30822,1.0,0.8
30823,0.5862068965517241,0.4
30824,1.0,0.8
30825,0.1111111111111111,0.6
30826,0.6,0.8
30827,0.4,1.0
30828,0.5555555555555556,0.8
30829,1.0,0.8
30830,0.6,0.2
30831,1.0,1.0
30832,1.0,1.0
30833,1.0,1.0
30834,1.0,1.0
30835,1.0,1.0
30836,0.6,0.8
30837,1.0,1.0
30838,1.0,1.0
30839,1.0,0.8
30840,1.0,0.8
30841,0.8,0.6
30842,1.0,1.0
30843,0.6,1.0
30844,0.0,1.0
30845,0.0,1.0
30846,0.2,1.0
30847,1.0,0.4
30848,0.8947368421052632,1.0
30849,1.0,0.4
30850,0.0,0.0
30851,1.0,0.0
30852,1.0,1.0
30853,1.0,1.0
30854,0.7777777777777778,1.0
30855,0.1111111111111111,0.6
30856,0.6,1.0
30857,1.0,0.8
30858,0.7777777777777778,0.6
30859,1.0,1.0
30860,1.0,0.8
30861,1.0,1.0
30862,1.0,0.8
30863,1.0,0.4
30864,0.7777777777777778,1.0
30865,0.8947368421052632,0.8
30866,1.0,0.8
30867,1.0,1.0
30868,0.5789473684210527,1.0
30869,1.0,0.8
30870,0.5555555555555556,1.0
30871,0.6,1.0
30872,1.0,1.0
30873,0.2,1.0
30874,0.8947368421052632,1.0
30875,1.0,1.0
30876,1.0,0.8
30877,1.0,0.8
30878,1.0,0.6
30879,0.3793103448275862,1.0
30880,1.0,0.2
30881,0.6,1.0
30882,0.8,0.8
30883,1.0,0.4
30884,1.0,1.0
30885,1.0,0.6
30886,0.4,0.6
30887,1.0,1.0
30888,0.6,1.0
30889,1.0,1.0
30890,1.0,1.0
30891,0.8,1.0
30892,1.0,1.0
30893,1.0,1.0
30894,1.0,1.0
30895,1.0,0.6
30896,1.0,1.0
30897,1.0,1.0
30898,1.0,1.0
30899,1.0,0.6
30900,0.75,1.0
30901,0.75,0.8
30902,1.0,1.0
30903,1.0,1.0
30904,1.0,1.0
30905,1.0,0.8
30906,1.0,0.6
30907,1.0,1.0
30908,1.0,0.4
30909,1.0,1.0
30910,1.0,0.8
30911,1.0,1.0
30912,1.0,0.0
30913,0.1111111111111111,1.0
30914,0.7647058823529411,1.0
30915,1.0,1.0
30916,1.0,1.0
30917,1.0,0.8
30918,1.0,1.0
30919,1.0,1.0
30920,1.0,0.8
30921,0.8947368421052632,1.0
30922,0.8,1.0
30923,1.0,0.8
30924,1.0,0.6
30925,1.0,0.8
30926,1.0,0.4
30927,1.0,1.0
30928,0.7777777777777778,1.0
30929,1.0,0.8
30930,1.0,0.8
30931,1.0,0.8
30932,1.0,0.8
30933,0.8571428571428571,0.0
30934,1.0,1.0
30935,0.5555555555555556,0.8
30936,0.8,0.6
30937,1.0,1.0
30938,0.4,0.4
30939,0.9259259259259259,0.8
30940,1.0,1.0
30941,0.7777777777777778,0.8
30942,1.0,0.2
30943,1.0,1.0
30944,1.0,1.0
30945,1.0,1.0
30946,1.0,1.0
30947,1.0,1.0
30948,1.0,1.0
30949,0.8,0.8
30950,0.8947368421052632,0.2
30951,1.0,1.0
30952,0.8,0.8
30953,1.0,0.8
30954,0.7647058823529411,1.0
30955,0.8947368421052632,1.0
30956,1.0,1.0
30957,0.7894736842105263,0.6363636363636364
30958,1.0,1.0
30959,1.0,0.4
30960,0.1111111111111111,1.0
30961,1.0,0.8
30962,0.7692307692307693,0.4
30963,0.8947368421052632,1.0
30964,1.0,0.8
30965,1.0,1.0
30966,1.0,1.0
30967,1.0,1.0
30968,0.2,1.0
30969,0.8,0.8
30970,1.0,1.0
30971,0.2,0.8
30972,1.0,1.0
30973,0.25,1.0
30974,1.0,1.0
30975,0.8,0.6
30976,0.4,1.0
30977,1.0,1.0
30978,1.0,1.0
30979,1.0,0.6
30980,0.0,0.4
30981,1.0,0.8
30982,1.0,1.0
30983,0.8,1.0
30984,1.0,0.8
30985,0.5555555555555556,1.0
30986,1.0,1.0
30987,0.5555555555555556,0.0
30988,1.0,0.3333333333333333
30989,1.0,0.6
30990,0.7777777777777778,0.8
30991,0.8,0.4
30992,0.4,1.0
30993,0.8,1.0
30994,0.8,0.8
30995,0.6,1.0
30996,0.4,0.4
30997,0.75,1.0
30998,0.07692307692307693,1.0
30999,0.9,1.0
31000,1.0,0.0
31001,0.7,0.0
31002,0.7777777777777778,1.0
31003,0.2,0.8
31004,1.0,1.0
31005,0.2,1.0
31006,1.0,1.0
31007,0.0,1.0
31008,0.92,0.8
31009,1.0,0.8
31010,0.7894736842105263,0.8
31011,1.0,1.0
31012,1.0,1.0
31013,0.1111111111111111,1.0
31014,0.7777777777777778,1.0
31015,1.0,1.0
31016,1.0,0.2
31017,1.0,1.0
31018,0.8,0.8
31019,0.8,1.0
31020,0.4,1.0
31021,1.0,1.0
31022,0.6,0.8
31023,1.0,1.0
31024,0.5555555555555556,1.0
31025,1.0,1.0
31026,1.0,0.8
31027,0.7777777777777778,0.8
31028,1.0,1.0
31029,1.0,0.45454545454545453
31030,0.8,1.0
31031,0.8,0.8
31032,1.0,1.0
31033,0.6,0.8
31034,1.0,1.0
31035,1.0,0.6
31036,1.0,1.0
31037,1.0,1.0
31038,1.0,1.0
31039,1.0,1.0
