,worker_id,gender,english_first_language,age_group,education,ratio
909,220,male,1,18-30,masters,0.10609480812641084
910,2530,male,1,18-30,masters,0.05787037037037037
911,1719,male,1,18-30,bachelors,0.1095890410958904
912,2716,female,0,45-60,masters,0.1359447004608295
913,2675,male,1,30-45,hs,0.12941176470588237
914,1214,male,0,18-30,bachelors,0.17312072892938496
915,678,male,0,30-45,masters,0.10738255033557047
916,2386,male,0,18-30,masters,0.07294117647058823
917,1287,male,0,18-30,bachelors,0.2
918,917,male,0,18-30,bachelors,0.1193058568329718
919,2753,male,0,18-30,bachelors,0.21666666666666667
920,3562,male,1,18-30,bachelors,0.12646370023419204
921,4194,male,0,30-45,hs,0.34615384615384615
922,805,male,1,18-30,some,0.10425531914893617
923,3922,female,0,18-30,masters,0.32
924,1016,male,0,30-45,bachelors,0.20215633423180593
925,1159,male,0,30-45,masters,0.14444444444444443
926,1405,female,0,30-45,masters,0.12442396313364056
927,906,male,0,30-45,bachelors,0.19809069212410502
928,1154,female,1,18-30,some,0.2085201793721973
929,377,male,0,18-30,hs,0.10398230088495575
930,2323,male,0,30-45,masters,0.13986013986013987
931,2718,female,0,18-30,hs,0.125
932,1140,male,0,30-45,hs,0.24608501118568232
933,316,male,0,30-45,professional,0.13513513513513514
934,3385,male,0,30-45,professional,0.14444444444444443
935,1045,male,0,30-45,masters,0.16592920353982302
936,968,male,0,30-45,bachelors,0.16268980477223427
937,2658,male,0,30-45,bachelors,0.1461187214611872
938,1727,female,0,30-45,hs,0.2990867579908676
939,222,male,0,18-30,bachelors,0.2880184331797235
940,3823,male,1,18-30,bachelors,0.14285714285714285
941,884,female,0,18-30,bachelors,0.188470066518847
942,647,male,0,18-30,professional,0.22026431718061673
943,3063,male,0,18-30,bachelors,0.08941176470588236
944,2452,male,0,18-30,professional,0.19347319347319347
945,1243,female,0,30-45,masters,0.1111111111111111
946,1423,male,0,30-45,hs,0.1431818181818182
947,2616,female,0,45-60,hs,0.16263736263736264
948,2920,female,0,45-60,masters,0.16705882352941176
949,708,male,0,30-45,bachelors,0.17231638418079095
950,640,male,1,18-30,hs,0.17738359201773837
951,676,male,0,45-60,masters,0.16136363636363638
952,1432,female,1,30-45,bachelors,0.25925925925925924
953,2694,female,0,18-30,bachelors,0.21052631578947367
954,127,male,0,45-60,hs,0.12636165577342048
955,173,male,1,30-45,bachelors,0.4298507462686567
956,1040,female,0,30-45,professional,0.1461187214611872
957,1759,female,0,30-45,bachelors,0.20848056537102475
958,755,male,0,18-30,bachelors,0.09935205183585313
959,2438,male,0,45-60,bachelors,0.22169811320754718
960,4049,female,0,18-30,masters,0.14874141876430205
961,3997,female,0,30-45,masters,0.22485207100591717
962,1077,male,0,30-45,hs,0.06352941176470588
963,3679,male,0,18-30,bachelors,0.10981308411214953
964,3789,male,0,30-45,hs,0.11764705882352941
965,2566,male,0,30-45,professional,0.30687830687830686
966,2526,female,0,30-45,masters,0.10377358490566038
967,2121,male,0,18-30,hs,0.09642857142857143
968,1326,female,1,18-30,bachelors,0.12641083521444696
969,1121,male,0,30-45,professional,0.2347417840375587
970,2778,female,1,30-45,bachelors,0.08571428571428572
971,322,female,0,30-45,hs,0.13100436681222707
972,861,male,0,,professional,0.1425438596491228
973,3649,male,1,30-45,hs,0.14285714285714285
974,1053,male,0,45-60,bachelors,0.11547344110854503
975,758,male,0,30-45,doctorate,0.1925601750547046
976,1923,male,0,18-30,bachelors,0.13176470588235295
977,3759,male,0,30-45,bachelors,0.10232558139534884
978,337,male,1,18-30,hs,0.15973741794310722
979,979,male,0,30-45,masters,0.08333333333333333
980,3293,male,0,45-60,bachelors,0.10849056603773585
981,1917,male,0,30-45,hs,0.09425287356321839
982,3047,male,0,30-45,bachelors,0.14583333333333334
983,1751,male,0,30-45,doctorate,0.1864801864801865
984,2814,male,0,18-30,hs,0.09692671394799054
985,915,male,0,30-45,bachelors,0.10684931506849316
986,1093,female,0,45-60,masters,0.1506849315068493
987,836,female,1,18-30,bachelors,0.11428571428571428
988,1003,male,0,18-30,professional,0.11674008810572688
989,898,female,0,18-30,masters,0.04849884526558892
990,3062,male,0,18-30,bachelors,0.165
991,732,male,0,30-45,masters,0.04925053533190578
992,603,male,0,30-45,bachelors,0.12831858407079647
993,404,male,0,30-45,masters,0.057692307692307696
994,671,female,0,30-45,masters,0.13425925925925927
995,1644,male,0,18-30,hs,0.13744075829383887
996,1208,male,0,30-45,masters,0.15130023640661938
997,2322,male,0,30-45,masters,0.23255813953488372
998,1265,male,0,30-45,bachelors,0.13013698630136986
999,187,male,0,30-45,bachelors,0.17105263157894737
1000,2878,female,0,30-45,bachelors,0.1736111111111111
1001,1135,female,0,45-60,hs,0.2273781902552204
1002,4173,female,0,18-30,bachelors,0.19170984455958548
1003,2895,male,0,30-45,professional,0.1662870159453303
1004,535,male,0,30-45,bachelors,0.2074235807860262
1005,899,female,1,18-30,professional,0.1172566371681416
1006,1661,male,0,30-45,bachelors,0.11737089201877934
1007,2091,female,1,30-45,bachelors,0.12121212121212122
1008,1188,male,0,18-30,hs,0.06496519721577726
1009,1770,male,0,Over 60,bachelors,0.26294820717131473
1010,3664,male,1,30-45,masters,0.15246636771300448
1011,2704,female,0,45-60,bachelors,0.1461187214611872
1012,475,male,1,18-30,hs,0.18161925601750548
1013,3004,male,0,45-60,bachelors,0.14022988505747128
1014,235,male,0,30-45,hs,0.0944700460829493
1015,842,female,0,18-30,bachelors,0.13785557986870897
1016,3725,male,0,18-30,bachelors,0.15384615384615385
1017,1562,female,0,18-30,hs,0.08665105386416862
1018,3186,male,1,30-45,bachelors,0.08293838862559241
1019,29,male,0,30-45,masters,0.18763326226012794
1020,3439,female,0,30-45,bachelors,0.08372093023255814
1021,2642,male,0,30-45,hs,
1022,776,male,0,30-45,professional,0.17180616740088106
1023,1237,female,0,18-30,bachelors,0.20568927789934355
1024,2539,male,1,18-30,bachelors,0.14285714285714285
1025,1086,male,0,45-60,bachelors,0.1597222222222222
1026,1034,female,0,30-45,bachelors,0.23529411764705882
1027,2461,female,0,18-30,masters,0.17471264367816092
1028,1037,female,0,45-60,hs,0.08315565031982942
1029,63,female,0,18-30,masters,0.1735159817351598
1030,4157,female,0,Over 60,masters,0.1320754716981132
1031,459,female,0,45-60,masters,0.2182254196642686
1032,1385,male,0,30-45,masters,0.08409090909090909
1033,920,female,0,45-60,masters,0.19114219114219114
1034,1760,female,0,Over 60,bachelors,0.11233480176211454
1035,4193,female,0,30-45,bachelors,0.053763440860215055
1036,2830,female,1,30-45,hs,0.11737089201877934
1037,1524,male,0,18-30,professional,0.11832946635730858
1038,2893,male,0,18-30,bachelors,0.17249417249417248
1039,3366,male,1,45-60,masters,0.2848297213622291
1040,3287,male,1,18-30,bachelors,0.16387959866220736
1041,3790,female,0,45-60,masters,0.13823529411764707
1042,249,male,0,30-45,hs,0.13417190775681342
1043,1714,female,0,45-60,hs,0.1712962962962963
1044,672,male,0,18-30,bachelors,0.12412177985948478
1045,862,male,0,45-60,masters,0.15555555555555556
1046,3273,male,0,18-30,bachelors,0.1595238095238095
1047,3106,female,1,30-45,masters,0.25
1048,1239,female,1,30-45,bachelors,0.27571115973741794
1049,686,female,0,18-30,masters,0.09799554565701558
1050,3914,female,0,30-45,bachelors,0.10638297872340426
1051,167,female,0,30-45,bachelors,0.12474012474012475
1052,1106,male,0,18-30,hs,0.0867579908675799
1053,239,male,0,30-45,masters,0.16142557651991615
1054,3289,male,1,18-30,bachelors,0.10256410256410256
1055,1349,female,0,30-45,masters,0.07175925925925926
1056,3581,male,1,30-45,bachelors,0.5558739255014327
1057,723,female,0,30-45,bachelors,0.10043668122270742
1058,1965,male,0,30-45,masters,0.32228915662650603
1059,3519,male,0,18-30,bachelors,0.08294930875576037
1060,2161,male,0,30-45,hs,0.2544642857142857
1061,3143,male,1,Under 18,hs,0.15942028985507245
1062,673,male,0,30-45,hs,0.13023255813953488
1063,35,male,0,30-45,masters,0.202991452991453
1064,257,female,0,18-30,bachelors,0.15208333333333332
1065,768,male,0,18-30,masters,0.16846652267818574
1066,2813,male,1,30-45,masters,0.15757575757575756
1067,2016,male,0,30-45,professional,0.10574712643678161
1068,2507,female,0,30-45,masters,0.13752913752913754
1069,31,male,0,30-45,masters,0.10722100656455143
1070,3278,female,0,45-60,hs,0.23452768729641693
1071,4209,male,0,45-60,hs,0.34844868735083534
1072,1725,female,0,30-45,professional,0.1141552511415525
1073,56,male,0,18-30,hs,0.23060796645702306
1074,982,male,0,18-30,bachelors,0.16170212765957448
1075,1744,male,1,18-30,hs,0.16521739130434782
1076,1254,male,0,30-45,masters,0.11342592592592593
1077,1984,male,0,45-60,hs,0.13625866050808313
1078,2671,female,0,45-60,hs,0.23623853211009174
1079,729,male,0,18-30,bachelors,0.1383219954648526
1080,1174,female,0,30-45,professional,0.13288288288288289
1081,470,male,0,18-30,bachelors,0.1010989010989011
1082,3667,male,0,Under 18,bachelors,0.14534883720930233
1083,2125,female,0,30-45,bachelors,0.14385150812064965
1084,2621,male,0,30-45,professional,0.0944700460829493
1085,202,male,0,18-30,professional,0.039647577092511016
1086,2908,male,0,18-30,hs,0.1179245283018868
1087,3327,male,0,45-60,masters,0.09970674486803519
1088,3527,female,0,30-45,masters,0.0970873786407767
1089,2809,male,0,18-30,bachelors,0.1908831908831909
1090,1557,male,0,30-45,professional,0.10185185185185185
1091,61,male,0,18-30,hs,0.21350762527233116
1092,461,male,1,18-30,hs,0.12343096234309624
1093,4050,male,0,45-60,masters,0.20967741935483872
1094,2038,female,0,30-45,bachelors,0.16743119266055045
1095,326,male,0,30-45,some,0.1425438596491228
1096,4062,female,1,30-45,some,0.1
1097,2154,female,1,30-45,hs,0.11666666666666667
1098,3315,male,1,18-30,masters,0.17511520737327188
1099,2826,male,0,18-30,professional,0.08333333333333333
1100,281,female,0,30-45,bachelors,0.15289256198347106
1101,2596,male,0,18-30,professional,0.08636363636363636
1102,4006,female,0,30-45,bachelors,0.1111111111111111
1103,103,female,0,30-45,some,0.140625
1104,1052,male,0,18-30,hs,0.06896551724137931
1105,1421,male,0,18-30,bachelors,0.04838709677419355
1106,3677,male,0,18-30,hs,0.17674418604651163
1107,2646,female,0,30-45,bachelors,0.05789473684210526
1108,135,male,0,30-45,hs,0.1956989247311828
1109,3730,male,0,45-60,masters,0.12114014251781473
1110,3687,male,1,45-60,bachelors,0.15151515151515152
1111,2360,male,0,30-45,bachelors,0.1288056206088993
1112,2909,male,0,45-60,masters,0.0851063829787234
1113,2202,male,0,18-30,bachelors,0.1412037037037037
1114,1209,male,0,30-45,masters,0.19911504424778761
1115,303,male,0,30-45,bachelors,0.3528138528138528
1116,54,female,0,30-45,hs,0.1496881496881497
1117,117,female,0,30-45,bachelors,0.0968421052631579
1118,1030,female,0,45-60,bachelors,0.09433962264150944
1119,1456,male,0,30-45,masters,0.11475409836065574
1120,1218,male,0,18-30,bachelors,0.13616071428571427
1121,1932,male,0,30-45,professional,0.09885057471264368
1122,1013,female,1,Over 60,professional,0.12412177985948478
1123,2584,female,0,30-45,professional,0.16113744075829384
1124,113,female,0,30-45,masters,0.14782608695652175
1125,2868,female,0,45-60,hs,0.29949238578680204
1126,739,male,0,30-45,masters,0.1006423982869379
1127,27,female,0,45-60,masters,0.24390243902439024
1128,3947,female,0,45-60,hs,0.24083769633507854
1129,2249,female,0,30-45,masters,0.08564814814814815
1130,3363,male,1,30-45,bachelors,0.13817330210772832
1131,0,male,0,30-45,professional,0.16075156576200417
1132,747,female,0,18-30,professional,0.18831168831168832
1133,1545,female,1,45-60,professional,0.24858757062146894
1134,2754,female,0,30-45,masters,0.15764705882352942
1135,3778,male,1,30-45,hs,0.08018867924528301
1136,1573,female,0,18-30,professional,0.11538461538461539
1137,2069,male,0,30-45,professional,0.18663594470046083
1138,375,male,0,30-45,hs,0.10669456066945607
1139,4204,male,0,45-60,professional,0.12
1140,541,female,0,30-45,bachelors,0.16478555304740405
1141,1690,male,0,18-30,hs,0.1382488479262673
1142,53,female,0,45-60,bachelors,0.19271948608137046
1143,1458,female,0,30-45,hs,0.20506912442396313
1144,140,female,0,18-30,hs,0.14255765199161424
1145,887,female,0,45-60,hs,0.08823529411764706
1146,2540,male,0,30-45,bachelors,0.325635103926097
1147,1098,female,1,45-60,hs,0.1558139534883721
1148,1128,male,0,18-30,bachelors,0.152317880794702
1149,3502,female,0,30-45,masters,0.13615023474178403
1150,4137,female,1,18-30,bachelors,0.6141176470588235
1151,353,male,0,30-45,hs,0.08755760368663594
1152,2199,male,0,18-30,professional,0.0944700460829493
1153,2733,male,0,30-45,bachelors,0.14385150812064965
1154,92,male,0,45-60,hs,0.1193058568329718
1155,2594,male,0,30-45,masters,0.0794392523364486
1156,1459,male,0,30-45,masters,0.16143497757847533
1157,3298,female,0,30-45,masters,0.12672811059907835
1158,199,male,0,30-45,masters,0.10504201680672269
1159,1157,female,0,18-30,hs,0.14864864864864866
1160,1333,male,0,18-30,some,0.1836283185840708
1161,2876,male,0,30-45,bachelors,0.06912442396313365
1162,3870,male,0,45-60,hs,0.07766990291262135
1163,595,male,0,18-30,professional,0.12605042016806722
1164,680,male,0,18-30,masters,0.12383177570093458
1165,2774,male,1,18-30,professional,0.13002364066193853
1166,2500,male,0,18-30,professional,0.12296983758700696
1167,290,male,0,18-30,masters,0.09955752212389381
1168,4143,female,1,18-30,masters,0.3133971291866029
1169,1594,male,0,18-30,bachelors,0.11241217798594848
1170,3672,male,0,30-45,professional,0.3125
1171,1880,female,0,Over 60,masters,0.12183908045977011
1172,3240,male,1,18-30,bachelors,0.10900473933649289
1173,3770,male,0,30-45,hs,0.14615384615384616
1174,1009,male,0,18-30,bachelors,0.16037735849056603
1175,196,male,0,30-45,hs,0.18859649122807018
1176,2554,male,0,30-45,masters,0.14383561643835616
1177,1334,male,0,,bachelors,0.18925233644859812
1178,2800,female,1,30-45,hs,0.22641509433962265
1179,1890,female,0,Over 60,some,0.1246684350132626
1180,3549,female,0,30-45,masters,0.1016949152542373
1181,1299,female,0,30-45,masters,0.07967032967032966
1182,378,male,0,,bachelors,0.1111111111111111
1183,275,female,0,30-45,hs,0.16304347826086957
1184,218,female,0,45-60,masters,0.23043478260869565
1185,798,male,1,30-45,doctorate,0.11853448275862069
1186,1692,male,1,18-30,bachelors,0.12850467289719625
1187,2505,male,0,30-45,hs,0.1978021978021978
1188,1293,female,0,30-45,professional,0.09887640449438202
1189,1447,female,0,45-60,bachelors,0.17824074074074073
1190,71,male,0,45-60,masters,0.162839248434238
1191,1548,female,0,30-45,masters,0.09069767441860466
1192,3328,female,0,Over 60,some,0.0911214953271028
1193,458,male,0,45-60,bachelors,0.13555555555555557
1194,1047,male,0,18-30,hs,0.16043956043956045
1195,1961,male,1,30-45,bachelors,0.18764302059496568
1196,1325,male,1,Under 18,bachelors,0.09669811320754718
1197,250,female,0,30-45,doctorate,0.1597222222222222
1198,2553,male,0,45-60,bachelors,0.14489311163895488
1199,1940,female,1,30-45,professional,0.12009237875288684
1200,995,male,1,45-60,bachelors,0.25925925925925924
1201,2250,female,0,30-45,bachelors,0.0774487471526196
1202,424,female,0,18-30,masters,0.12731481481481483
1203,283,male,0,30-45,professional,0.11956521739130435
1204,2608,male,0,18-30,hs,0.16037735849056603
1205,937,female,0,18-30,masters,0.267260579064588
1206,1134,male,1,30-45,doctorate,0.12542372881355932
1207,613,female,0,18-30,hs,0.14285714285714285
1208,245,female,0,30-45,bachelors,0.17965367965367965
1209,3804,male,0,45-60,bachelors,0.17482517482517482
1210,2884,male,0,45-60,hs,0.09930715935334873
1211,2430,male,0,45-60,bachelors,0.07276995305164319
1212,3454,male,0,Under 18,hs,0.14375
1213,2717,male,0,30-45,bachelors,0.21247113163972287
1214,750,male,0,30-45,bachelors,0.13495575221238937
1215,232,male,0,18-30,masters,0.11793611793611794
1216,1124,female,0,18-30,masters,0.12018140589569161
1217,495,female,0,18-30,hs,0.18478260869565216
1218,1215,female,0,30-45,hs,0.14588235294117646
1219,36,male,0,30-45,hs,0.09821428571428571
1220,2815,male,0,30-45,masters,0.11214953271028037
1221,1823,female,0,30-45,masters,0.17321016166281755
1222,52,female,0,18-30,hs,0.11578947368421053
1223,1002,female,0,18-30,bachelors,0.15056179775280898
1224,1084,male,0,30-45,bachelors,0.09307359307359307
1225,1353,male,0,18-30,hs,0.09976798143851508
1226,273,male,0,30-45,masters,0.14613778705636743
1227,1235,male,0,18-30,bachelors,0.1712962962962963
1228,1945,female,0,30-45,bachelors,0.12589073634204276
1229,2760,male,0,30-45,masters,0.11832946635730858
1230,1089,female,0,30-45,bachelors,0.16114790286975716
1231,1591,female,0,45-60,bachelors,0.17824074074074073
1232,1203,male,0,18-30,hs,0.19955654101995565
1233,336,male,1,30-45,doctorate,0.19957537154989385
1234,893,male,0,30-45,professional,0.22816901408450704
1235,3944,male,0,30-45,masters,0.07058823529411765
1236,1012,male,0,30-45,professional,0.16744186046511628
1237,4217,female,1,45-60,some,0.175
1238,2429,male,0,Under 18,hs,0.08837209302325581
1239,990,female,0,45-60,professional,0.12072892938496584
1240,1378,male,0,30-45,masters,0.1662870159453303
1241,961,male,0,45-60,hs,0.15419501133786848
1242,380,female,0,30-45,bachelors,0.17543859649122806
1243,2666,male,0,45-60,bachelors,0.14908256880733944
1244,3771,female,0,45-60,bachelors,0.11764705882352941
1245,3538,male,0,18-30,hs,0.14102564102564102
1246,2297,male,0,30-45,masters,0.195852534562212
1247,30,female,0,30-45,hs,0.08043478260869565
1248,192,male,0,30-45,professional,0.13704496788008566
1249,204,female,0,18-30,masters,0.12916666666666668
1250,1342,male,0,30-45,bachelors,0.16740088105726872
1251,229,male,0,18-30,bachelors,0.2260127931769723
1252,1359,male,0,18-30,masters,0.1185682326621924
1253,2041,male,0,18-30,hs,0.22580645161290322
1254,2696,male,0,30-45,hs,0.13501144164759726
1255,580,male,0,18-30,masters,0.06222222222222222
1256,205,male,0,18-30,bachelors,0.13709677419354838
1257,481,male,0,30-45,masters,0.19646799116997793
1258,3485,male,0,30-45,bachelors,0.14754098360655737
1259,248,male,0,45-60,hs,0.16630669546436286
1260,717,male,1,45-60,masters,0.3055555555555556
1261,3506,male,0,45-60,professional,0.13348946135831383
1262,641,male,0,30-45,bachelors,0.16666666666666666
1263,4068,male,0,30-45,bachelors,0.2890995260663507
1264,752,female,1,45-60,bachelors,0.11713665943600868
1265,1023,male,0,18-30,hs,0.10961968680089486
1266,3726,female,0,30-45,bachelors,0.2303370786516854
1267,405,male,0,30-45,masters,0.13530655391120508
1268,2634,male,1,18-30,bachelors,0.11059907834101383
1269,554,male,0,18-30,hs,0.02531645569620253
1270,1560,male,0,45-60,bachelors,0.16511627906976745
1271,1944,female,1,30-45,bachelors,0.22170900692840648
1272,3567,male,1,18-30,bachelors,
1273,3223,male,0,18-30,bachelors,0.10638297872340426
1274,940,female,0,18-30,bachelors,0.1271551724137931
1275,2241,female,0,18-30,bachelors,0.09767441860465116
1276,2687,male,0,18-30,hs,0.2579908675799087
1277,753,male,0,30-45,doctorate,0.07894736842105263
1278,2602,male,0,18-30,bachelors,0.1935483870967742
1279,15,male,0,18-30,hs,0.18541666666666667
1280,1873,female,1,45-60,hs,0.22453703703703703
1281,2036,male,0,18-30,masters,0.062146892655367235
1282,2761,male,0,30-45,hs,0.18588235294117647
1283,2690,female,0,30-45,bachelors,0.23325635103926096
1284,811,female,0,30-45,bachelors,0.07974137931034483
1285,2599,male,0,30-45,bachelors,0.078125
1286,2401,male,0,30-45,bachelors,0.13501144164759726
1287,2402,female,0,30-45,bachelors,0.17249417249417248
1288,706,male,0,30-45,some,0.12268518518518519
1289,2984,male,0,18-30,professional,0.08426966292134831
1290,2659,male,0,18-30,bachelors,0.06018518518518518
1291,3313,male,0,45-60,hs,0.0735632183908046
1292,2290,male,0,30-45,masters,0.12154696132596685
1293,3017,male,0,18-30,bachelors,0.06904761904761905
1294,1517,male,0,,hs,0.1048951048951049
1295,2907,female,0,30-45,bachelors,0.1523809523809524
1296,2726,male,0,45-60,bachelors,0.4188034188034188
1297,2020,male,0,18-30,hs,0.12240184757505773
1298,609,male,0,30-45,hs,0.1193058568329718
1299,1974,male,0,30-45,bachelors,0.11271676300578035
1300,1005,male,0,30-45,bachelors,0.14772727272727273
1301,1139,female,0,18-30,hs,0.07852193995381063
1302,179,male,0,18-30,bachelors,0.21120689655172414
1303,1734,male,1,45-60,masters,0.26157407407407407
1304,1986,female,0,18-30,masters,0.19221967963386727
1305,1402,female,1,18-30,doctorate,0.12272727272727273
1306,2941,male,0,18-30,masters,0.1258741258741259
1307,1396,male,0,18-30,hs,0.12903225806451613
1308,735,male,0,30-45,masters,0.16414686825053995
1309,967,male,0,30-45,professional,0.11739130434782609
1310,867,male,1,18-30,bachelors,0.16062176165803108
1311,569,male,0,18-30,hs,0.06315789473684211
1312,180,male,0,30-45,professional,0.11482254697286012
1313,2749,female,0,18-30,masters,0.20185614849187936
1314,991,female,0,30-45,bachelors,0.17016317016317017
1315,1793,male,0,30-45,masters,0.07875894988066826
1316,2157,male,0,30-45,bachelors,0.1935483870967742
1317,1841,male,1,,bachelors,0.09302325581395349
1318,214,female,0,18-30,masters,0.22466960352422907
1319,2434,male,0,18-30,bachelors,0.16974169741697417
1320,166,female,0,18-30,bachelors,0.18651685393258427
1321,1288,male,0,18-30,bachelors,0.14672686230248308
1322,918,male,0,18-30,masters,0.12183908045977011
1323,2875,male,0,30-45,masters,0.14352941176470588
1324,1678,male,0,18-30,bachelors,0.0967741935483871
1325,394,female,0,30-45,bachelors,0.2890995260663507
1326,1020,female,0,18-30,bachelors,0.07526881720430108
1327,189,male,0,30-45,professional,0.10158013544018059
1328,3777,male,0,30-45,professional,0.15441176470588236
1329,352,male,0,18-30,hs,0.059770114942528735
1330,306,male,0,30-45,masters,0.24675324675324675
1331,542,male,0,30-45,bachelors,0.1694915254237288
1332,3284,male,0,18-30,masters,0.11048158640226628
1333,638,female,0,18-30,masters,0.14376321353065538
1334,1525,female,0,30-45,some,0.1136890951276102
1335,1747,male,0,30-45,professional,0.1712962962962963
1336,1741,male,0,18-30,bachelors,0.13984168865435356
1337,3520,male,0,45-60,hs,0.15813953488372093
1338,332,male,0,18-30,bachelors,0.10845986984815618
1339,2779,male,0,18-30,masters,0.1709090909090909
1340,78,male,0,Under 18,hs,0.12337662337662338
1341,3330,male,0,30-45,masters,0.08837209302325581
1342,1056,male,0,30-45,professional,0.11279826464208242
1343,37,male,0,Under 18,some,0.10329670329670329
1344,779,male,0,18-30,bachelors,0.08008658008658008
1345,402,male,0,18-30,masters,0.1337719298245614
1346,2287,male,0,18-30,bachelors,0.1728110599078341
1347,1238,female,0,18-30,bachelors,0.25112107623318386
1348,812,male,0,18-30,bachelors,0.07633587786259542
1349,1948,male,0,45-60,bachelors,0.14893617021276595
1350,3743,female,0,30-45,masters,0.07766990291262135
1351,1320,male,0,30-45,hs,0.11406844106463879
1352,769,male,0,18-30,bachelors,0.05752212389380531
1353,343,male,0,45-60,bachelors,0.18502202643171806
1354,198,male,0,18-30,hs,0.07125307125307126
1355,1799,male,0,30-45,professional,0.10297482837528604
1356,2673,male,0,30-45,masters,0.13657407407407407
1357,1308,female,0,18-30,bachelors,0.13163972286374134
1358,107,male,0,18-30,hs,0.1949685534591195
1359,3547,female,0,45-60,bachelors,0.3333333333333333
1360,860,female,1,30-45,masters,0.16666666666666666
1361,962,female,0,30-45,bachelors,0.1978021978021978
1362,2067,female,0,30-45,hs,0.16400911161731208
1363,2865,female,0,30-45,bachelors,0.16822429906542055
1364,3093,female,0,18-30,bachelors,0.19662921348314608
1365,1552,male,1,18-30,bachelors,0.12962962962962962
1366,2664,female,1,45-60,hs,0.15384615384615385
1367,2152,female,0,18-30,professional,0.1320754716981132
1368,3359,male,0,45-60,professional,0.22302158273381295
1369,1964,female,0,,masters,0.07390300230946882
1370,881,male,0,18-30,bachelors,0.16055045871559634
1371,1153,female,0,18-30,doctorate,0.10150375939849623
1372,2276,male,0,30-45,bachelors,0.31353919239904987
1373,1165,male,0,30-45,masters,0.10623556581986143
1374,3786,female,0,18-30,bachelors,0.09490740740740741
1375,3148,male,0,18-30,hs,0.35033259423503327
1376,1621,female,0,18-30,hs,0.0951276102088167
1377,1608,male,0,18-30,bachelors,0.07547169811320754
1378,754,male,0,30-45,bachelors,0.14955357142857142
1379,465,female,0,30-45,masters,0.1316348195329087
1380,1599,female,0,18-30,hs,0.2116279069767442
1381,4213,female,0,18-30,bachelors,0.38461538461538464
1382,2742,male,0,45-60,masters,0.12240184757505773
1383,237,male,0,18-30,hs,0.13973799126637554
1384,1104,male,0,18-30,bachelors,0.10779816513761468
1385,714,male,0,18-30,masters,0.15192743764172337
1386,2048,female,0,18-30,masters,0.10730593607305935
1387,489,female,0,18-30,hs,0.1721132897603486
1388,1819,male,0,30-45,professional,0.1735159817351598
1389,4208,female,1,18-30,professional,0.08923076923076922
1390,1481,male,1,18-30,bachelors,0.18433179723502305
1391,2408,male,0,30-45,bachelors,0.10983981693363844
1392,58,male,0,18-30,bachelors,0.1732776617954071
1393,344,female,0,18-30,bachelors,0.4260869565217391
1394,630,female,0,45-60,bachelors,0.1873536299765808
1395,787,male,0,18-30,hs,0.0975609756097561
1396,138,female,0,18-30,bachelors,0.2893081761006289
1397,3155,male,0,18-30,hs,0.09655172413793103
1398,1488,female,0,18-30,bachelors,0.17155756207674944
1399,1184,female,0,18-30,hs,0.10344827586206896
1400,2320,male,0,18-30,hs,0.07373271889400922
1401,2228,male,1,30-45,bachelors,0.18
1402,59,female,0,18-30,bachelors,0.09341825902335456
1403,1565,male,0,18-30,hs,0.08863636363636364
1404,1736,male,0,30-45,bachelors,0.22123893805309736
1405,1549,male,0,18-30,hs,0.07621247113163972
1406,2758,male,0,30-45,professional,0.296551724137931
1407,1951,male,0,30-45,bachelors,0.2824601366742597
1408,2187,male,0,18-30,hs,0.12011173184357542
1409,1721,male,0,18-30,bachelors,0.11032863849765258
1410,562,male,0,18-30,bachelors,0.12141280353200883
1411,724,male,0,30-45,hs,0.11587982832618025
1412,49,male,0,45-60,hs,0.2543859649122807
1413,3401,female,0,30-45,masters,0.102803738317757
1414,3060,male,0,18-30,some,0.11671087533156499
1415,2635,male,0,30-45,bachelors,0.22401847575057737
1416,3012,male,0,30-45,hs,0.12021857923497267
1417,3557,female,0,30-45,doctorate,0.12
1418,4226,female,0,18-30,bachelors,0.07604562737642585
1419,32,male,0,Under 18,bachelors,0.13740458015267176
1420,1377,male,0,30-45,bachelors,0.1
1421,259,female,0,18-30,masters,0.21030042918454936
1422,3054,male,0,18-30,some,0.1548974943052392
1423,740,female,0,30-45,bachelors,0.20607375271149675
1424,692,female,0,30-45,doctorate,0.08803611738148984
1425,3723,female,0,30-45,bachelors,0.3076923076923077
1426,3275,female,1,18-30,bachelors,0.1360544217687075
1427,177,male,0,18-30,masters,0.14935064935064934
1428,1306,female,0,18-30,hs,0.14757709251101322
1429,1169,male,0,18-30,bachelors,0.06976744186046512
1430,2520,male,1,30-45,bachelors,0.2388758782201405
1431,2787,male,0,18-30,hs,0.11264367816091954
1432,4207,male,0,18-30,hs,0.2235294117647059
1433,1875,male,1,30-45,hs,0.07586206896551724
1434,1592,male,0,18-30,bachelors,0.11697247706422019
1435,1765,male,0,30-45,hs,0.17249417249417248
1436,2080,male,0,30-45,hs,0.15011547344110854
1437,986,male,0,18-30,hs,0.08333333333333333
1438,2791,male,0,18-30,hs,0.0661764705882353
1439,1220,female,1,18-30,hs,0.09897610921501707
1440,119,male,1,18-30,none,0.13721413721413722
1441,331,male,0,18-30,masters,0.08686440677966102
1442,24,female,0,18-30,bachelors,0.21052631578947367
1443,815,male,0,30-45,masters,0.10675381263616558
1444,529,male,0,18-30,professional,0.10625
