,worker_id,gender,english_first_language,age_group,education
851,1465,female,1,45-60,hs
852,1956,male,0,18-30,hs
853,1967,female,0,30-45,masters
854,308,male,0,18-30,professional
855,1341,male,0,Under 18,bachelors
856,1443,female,0,30-45,professional
857,2417,female,0,30-45,masters
858,3645,female,0,45-60,bachelors
859,3073,female,0,30-45,masters
860,2847,male,1,30-45,bachelors
861,1087,female,0,30-45,professional
862,246,male,1,30-45,bachelors
863,1856,female,0,30-45,professional
864,725,male,0,30-45,bachelors
865,1024,male,0,18-30,masters
866,3191,male,0,30-45,bachelors
867,2484,female,0,45-60,bachelors
868,419,female,0,30-45,masters
869,3373,male,0,18-30,bachelors
870,2488,male,1,45-60,some
871,3661,male,0,18-30,professional
872,3751,male,1,18-30,bachelors
873,20,male,0,30-45,hs
874,1173,male,0,18-30,hs
875,2459,female,0,18-30,hs
876,1474,male,1,30-45,bachelors
877,2376,female,0,18-30,masters
878,3698,female,1,18-30,bachelors
879,2403,female,0,30-45,bachelors
880,3178,male,0,30-45,masters
881,1778,female,0,18-30,bachelors
882,715,male,0,18-30,hs
883,150,male,0,45-60,hs
884,2089,male,0,30-45,professional
885,3858,male,0,18-30,bachelors
886,2037,male,0,Under 18,hs
887,1941,female,0,30-45,bachelors
888,4117,female,0,45-60,bachelors
889,971,female,1,30-45,professional
890,1853,male,0,30-45,some
891,2937,male,1,30-45,masters
892,3614,male,0,30-45,bachelors
893,4001,female,0,45-60,doctorate
894,2436,male,0,Under 18,hs
895,3642,male,0,30-45,professional
896,507,male,0,45-60,bachelors
897,3184,female,0,45-60,bachelors
898,2544,female,1,18-30,hs
899,2179,male,0,45-60,professional
900,3874,male,0,18-30,bachelors
901,2962,male,0,18-30,hs
902,62,female,0,30-45,bachelors
903,2261,male,0,18-30,bachelors
904,2535,female,1,,bachelors
905,2104,male,0,30-45,bachelors
906,1619,female,0,18-30,bachelors
907,95,male,0,30-45,hs
908,2698,male,0,18-30,hs
909,220,male,1,18-30,masters
910,2530,male,1,18-30,masters
911,1719,male,1,18-30,bachelors
912,2716,female,0,45-60,masters
913,2675,male,1,30-45,hs
914,1214,male,0,18-30,bachelors
915,678,male,0,30-45,masters
916,2386,male,0,18-30,masters
917,1287,male,0,18-30,bachelors
918,917,male,0,18-30,bachelors
919,2753,male,0,18-30,bachelors
920,3562,male,1,18-30,bachelors
921,4194,male,0,30-45,hs
922,805,male,1,18-30,some
923,3922,female,0,18-30,masters
924,1016,male,0,30-45,bachelors
925,1159,male,0,30-45,masters
926,1405,female,0,30-45,masters
927,906,male,0,30-45,bachelors
928,1154,female,1,18-30,some
929,377,male,0,18-30,hs
930,2323,male,0,30-45,masters
931,2718,female,0,18-30,hs
932,1140,male,0,30-45,hs
933,316,male,0,30-45,professional
934,3385,male,0,30-45,professional
935,1045,male,0,30-45,masters
936,968,male,0,30-45,bachelors
937,2658,male,0,30-45,bachelors
938,1727,female,0,30-45,hs
939,222,male,0,18-30,bachelors
940,3823,male,1,18-30,bachelors
941,884,female,0,18-30,bachelors
942,647,male,0,18-30,professional
943,3063,male,0,18-30,bachelors
944,2452,male,0,18-30,professional
945,1243,female,0,30-45,masters
946,1423,male,0,30-45,hs
947,2616,female,0,45-60,hs
948,2920,female,0,45-60,masters
949,708,male,0,30-45,bachelors
950,640,male,1,18-30,hs
951,676,male,0,45-60,masters
952,1432,female,1,30-45,bachelors
953,2694,female,0,18-30,bachelors
954,127,male,0,45-60,hs
955,173,male,1,30-45,bachelors
956,1040,female,0,30-45,professional
957,1759,female,0,30-45,bachelors
958,755,male,0,18-30,bachelors
959,2438,male,0,45-60,bachelors
960,4049,female,0,18-30,masters
961,3997,female,0,30-45,masters
962,1077,male,0,30-45,hs
963,3679,male,0,18-30,bachelors
964,3789,male,0,30-45,hs
965,2566,male,0,30-45,professional
966,2526,female,0,30-45,masters
967,2121,male,0,18-30,hs
968,1326,female,1,18-30,bachelors
969,1121,male,0,30-45,professional
970,2778,female,1,30-45,bachelors
971,322,female,0,30-45,hs
972,861,male,0,,professional
973,3649,male,1,30-45,hs
974,1053,male,0,45-60,bachelors
975,758,male,0,30-45,doctorate
976,1923,male,0,18-30,bachelors
977,3759,male,0,30-45,bachelors
978,337,male,1,18-30,hs
979,979,male,0,30-45,masters
980,3293,male,0,45-60,bachelors
981,1917,male,0,30-45,hs
982,3047,male,0,30-45,bachelors
983,1751,male,0,30-45,doctorate
984,2814,male,0,18-30,hs
985,915,male,0,30-45,bachelors
986,1093,female,0,45-60,masters
987,836,female,1,18-30,bachelors
988,1003,male,0,18-30,professional
989,898,female,0,18-30,masters
990,3062,male,0,18-30,bachelors
991,732,male,0,30-45,masters
992,603,male,0,30-45,bachelors
993,404,male,0,30-45,masters
994,671,female,0,30-45,masters
995,1644,male,0,18-30,hs
996,1208,male,0,30-45,masters
997,2322,male,0,30-45,masters
998,1265,male,0,30-45,bachelors
999,187,male,0,30-45,bachelors
1000,2878,female,0,30-45,bachelors
1001,1135,female,0,45-60,hs
1002,4173,female,0,18-30,bachelors
1003,2895,male,0,30-45,professional
1004,535,male,0,30-45,bachelors
1005,899,female,1,18-30,professional
1006,1661,male,0,30-45,bachelors
1007,2091,female,1,30-45,bachelors
1008,1188,male,0,18-30,hs
1009,1770,male,0,Over 60,bachelors
1010,3664,male,1,30-45,masters
1011,2704,female,0,45-60,bachelors
1012,475,male,1,18-30,hs
1013,3004,male,0,45-60,bachelors
1014,235,male,0,30-45,hs
1015,842,female,0,18-30,bachelors
1016,3725,male,0,18-30,bachelors
1017,1562,female,0,18-30,hs
1018,3186,male,1,30-45,bachelors
1019,29,male,0,30-45,masters
1020,3439,female,0,30-45,bachelors
1021,2642,male,0,30-45,hs
1022,776,male,0,30-45,professional
1023,1237,female,0,18-30,bachelors
1024,2539,male,1,18-30,bachelors
1025,1086,male,0,45-60,bachelors
1026,1034,female,0,30-45,bachelors
1027,2461,female,0,18-30,masters
1028,1037,female,0,45-60,hs
1029,63,female,0,18-30,masters
1030,4157,female,0,Over 60,masters
1031,459,female,0,45-60,masters
1032,1385,male,0,30-45,masters
1033,920,female,0,45-60,masters
1034,1760,female,0,Over 60,bachelors
1035,4193,female,0,30-45,bachelors
1036,2830,female,1,30-45,hs
1037,1524,male,0,18-30,professional
1038,2893,male,0,18-30,bachelors
1039,3366,male,1,45-60,masters
1040,3287,male,1,18-30,bachelors
1041,3790,female,0,45-60,masters
1042,249,male,0,30-45,hs
1043,1714,female,0,45-60,hs
1044,672,male,0,18-30,bachelors
1045,862,male,0,45-60,masters
1046,3273,male,0,18-30,bachelors
1047,3106,female,1,30-45,masters
1048,1239,female,1,30-45,bachelors
1049,686,female,0,18-30,masters
1050,3914,female,0,30-45,bachelors
1051,167,female,0,30-45,bachelors
1052,1106,male,0,18-30,hs
1053,239,male,0,30-45,masters
1054,3289,male,1,18-30,bachelors
1055,1349,female,0,30-45,masters
1056,3581,male,1,30-45,bachelors
1057,723,female,0,30-45,bachelors
1058,1965,male,0,30-45,masters
1059,3519,male,0,18-30,bachelors
1060,2161,male,0,30-45,hs
1061,3143,male,1,Under 18,hs
1062,673,male,0,30-45,hs
1063,35,male,0,30-45,masters
1064,257,female,0,18-30,bachelors
1065,768,male,0,18-30,masters
1066,2813,male,1,30-45,masters
1067,2016,male,0,30-45,professional
1068,2507,female,0,30-45,masters
1069,31,male,0,30-45,masters
1070,3278,female,0,45-60,hs
1071,4209,male,0,45-60,hs
1072,1725,female,0,30-45,professional
1073,56,male,0,18-30,hs
1074,982,male,0,18-30,bachelors
1075,1744,male,1,18-30,hs
1076,1254,male,0,30-45,masters
1077,1984,male,0,45-60,hs
1078,2671,female,0,45-60,hs
1079,729,male,0,18-30,bachelors
1080,1174,female,0,30-45,professional
1081,470,male,0,18-30,bachelors
1082,3667,male,0,Under 18,bachelors
1083,2125,female,0,30-45,bachelors
1084,2621,male,0,30-45,professional
1085,202,male,0,18-30,professional
1086,2908,male,0,18-30,hs
1087,3327,male,0,45-60,masters
1088,3527,female,0,30-45,masters
1089,2809,male,0,18-30,bachelors
1090,1557,male,0,30-45,professional
1091,61,male,0,18-30,hs
1092,461,male,1,18-30,hs
1093,4050,male,0,45-60,masters
1094,2038,female,0,30-45,bachelors
1095,326,male,0,30-45,some
1096,4062,female,1,30-45,some
1097,2154,female,1,30-45,hs
1098,3315,male,1,18-30,masters
1099,2826,male,0,18-30,professional
1100,281,female,0,30-45,bachelors
1101,2596,male,0,18-30,professional
1102,4006,female,0,30-45,bachelors
1103,103,female,0,30-45,some
1104,1052,male,0,18-30,hs
1105,1421,male,0,18-30,bachelors
1106,3677,male,0,18-30,hs
1107,2646,female,0,30-45,bachelors
1108,135,male,0,30-45,hs
1109,3730,male,0,45-60,masters
1110,3687,male,1,45-60,bachelors
1111,2360,male,0,30-45,bachelors
1112,2909,male,0,45-60,masters
1113,2202,male,0,18-30,bachelors
1114,1209,male,0,30-45,masters
1115,303,male,0,30-45,bachelors
1116,54,female,0,30-45,hs
1117,117,female,0,30-45,bachelors
1118,1030,female,0,45-60,bachelors
1119,1456,male,0,30-45,masters
1120,1218,male,0,18-30,bachelors
1121,1932,male,0,30-45,professional
1122,1013,female,1,Over 60,professional
1123,2584,female,0,30-45,professional
1124,113,female,0,30-45,masters
1125,2868,female,0,45-60,hs
1126,739,male,0,30-45,masters
1127,27,female,0,45-60,masters
1128,3947,female,0,45-60,hs
1129,2249,female,0,30-45,masters
1130,3363,male,1,30-45,bachelors
1131,0,male,0,30-45,professional
1132,747,female,0,18-30,professional
1133,1545,female,1,45-60,professional
1134,2754,female,0,30-45,masters
1135,3778,male,1,30-45,hs
1136,1573,female,0,18-30,professional
1137,2069,male,0,30-45,professional
1138,375,male,0,30-45,hs
1139,4204,male,0,45-60,professional
1140,541,female,0,30-45,bachelors
1141,1690,male,0,18-30,hs
1142,53,female,0,45-60,bachelors
1143,1458,female,0,30-45,hs
1144,140,female,0,18-30,hs
1145,887,female,0,45-60,hs
1146,2540,male,0,30-45,bachelors
1147,1098,female,1,45-60,hs
1148,1128,male,0,18-30,bachelors
1149,3502,female,0,30-45,masters
1150,4137,female,1,18-30,bachelors
1151,353,male,0,30-45,hs
1152,2199,male,0,18-30,professional
1153,2733,male,0,30-45,bachelors
1154,92,male,0,45-60,hs
1155,2594,male,0,30-45,masters
1156,1459,male,0,30-45,masters
1157,3298,female,0,30-45,masters
1158,199,male,0,30-45,masters
1159,1157,female,0,18-30,hs
1160,1333,male,0,18-30,some
1161,2876,male,0,30-45,bachelors
1162,3870,male,0,45-60,hs
1163,595,male,0,18-30,professional
1164,680,male,0,18-30,masters
1165,2774,male,1,18-30,professional
1166,2500,male,0,18-30,professional
1167,290,male,0,18-30,masters
1168,4143,female,1,18-30,masters
1169,1594,male,0,18-30,bachelors
1170,3672,male,0,30-45,professional
1171,1880,female,0,Over 60,masters
1172,3240,male,1,18-30,bachelors
1173,3770,male,0,30-45,hs
1174,1009,male,0,18-30,bachelors
1175,196,male,0,30-45,hs
1176,2554,male,0,30-45,masters
1177,1334,male,0,,bachelors
1178,2800,female,1,30-45,hs
1179,1890,female,0,Over 60,some
1180,3549,female,0,30-45,masters
1181,1299,female,0,30-45,masters
1182,378,male,0,,bachelors
1183,275,female,0,30-45,hs
1184,218,female,0,45-60,masters
1185,798,male,1,30-45,doctorate
1186,1692,male,1,18-30,bachelors
1187,2505,male,0,30-45,hs
1188,1293,female,0,30-45,professional
1189,1447,female,0,45-60,bachelors
1190,71,male,0,45-60,masters
1191,1548,female,0,30-45,masters
1192,3328,female,0,Over 60,some
1193,458,male,0,45-60,bachelors
1194,1047,male,0,18-30,hs
1195,1961,male,1,30-45,bachelors
1196,1325,male,1,Under 18,bachelors
1197,250,female,0,30-45,doctorate
1198,2553,male,0,45-60,bachelors
1199,1940,female,1,30-45,professional
1200,995,male,1,45-60,bachelors
1201,2250,female,0,30-45,bachelors
1202,424,female,0,18-30,masters
1203,283,male,0,30-45,professional
1204,2608,male,0,18-30,hs
1205,937,female,0,18-30,masters
1206,1134,male,1,30-45,doctorate
1207,613,female,0,18-30,hs
1208,245,female,0,30-45,bachelors
1209,3804,male,0,45-60,bachelors
1210,2884,male,0,45-60,hs
1211,2430,male,0,45-60,bachelors
1212,3454,male,0,Under 18,hs
1213,2717,male,0,30-45,bachelors
1214,750,male,0,30-45,bachelors
1215,232,male,0,18-30,masters
1216,1124,female,0,18-30,masters
1217,495,female,0,18-30,hs
1218,1215,female,0,30-45,hs
1219,36,male,0,30-45,hs
1220,2815,male,0,30-45,masters
1221,1823,female,0,30-45,masters
1222,52,female,0,18-30,hs
1223,1002,female,0,18-30,bachelors
1224,1084,male,0,30-45,bachelors
1225,1353,male,0,18-30,hs
1226,273,male,0,30-45,masters
1227,1235,male,0,18-30,bachelors
1228,1945,female,0,30-45,bachelors
1229,2760,male,0,30-45,masters
1230,1089,female,0,30-45,bachelors
1231,1591,female,0,45-60,bachelors
1232,1203,male,0,18-30,hs
1233,336,male,1,30-45,doctorate
1234,893,male,0,30-45,professional
1235,3944,male,0,30-45,masters
1236,1012,male,0,30-45,professional
1237,4217,female,1,45-60,some
1238,2429,male,0,Under 18,hs
1239,990,female,0,45-60,professional
1240,1378,male,0,30-45,masters
1241,961,male,0,45-60,hs
1242,380,female,0,30-45,bachelors
1243,2666,male,0,45-60,bachelors
1244,3771,female,0,45-60,bachelors
1245,3538,male,0,18-30,hs
1246,2297,male,0,30-45,masters
1247,30,female,0,30-45,hs
1248,192,male,0,30-45,professional
1249,204,female,0,18-30,masters
1250,1342,male,0,30-45,bachelors
1251,229,male,0,18-30,bachelors
1252,1359,male,0,18-30,masters
1253,2041,male,0,18-30,hs
1254,2696,male,0,30-45,hs
1255,580,male,0,18-30,masters
1256,205,male,0,18-30,bachelors
1257,481,male,0,30-45,masters
1258,3485,male,0,30-45,bachelors
1259,248,male,0,45-60,hs
1260,717,male,1,45-60,masters
1261,3506,male,0,45-60,professional
1262,641,male,0,30-45,bachelors
1263,4068,male,0,30-45,bachelors
1264,752,female,1,45-60,bachelors
1265,1023,male,0,18-30,hs
1266,3726,female,0,30-45,bachelors
1267,405,male,0,30-45,masters
1268,2634,male,1,18-30,bachelors
1269,554,male,0,18-30,hs
1270,1560,male,0,45-60,bachelors
1271,1944,female,1,30-45,bachelors
1272,3567,male,1,18-30,bachelors
1273,3223,male,0,18-30,bachelors
1274,940,female,0,18-30,bachelors
1275,2241,female,0,18-30,bachelors
1276,2687,male,0,18-30,hs
1277,753,male,0,30-45,doctorate
1278,2602,male,0,18-30,bachelors
1279,15,male,0,18-30,hs
1280,1873,female,1,45-60,hs
1281,2036,male,0,18-30,masters
1282,2761,male,0,30-45,hs
1283,2690,female,0,30-45,bachelors
1284,811,female,0,30-45,bachelors
1285,2599,male,0,30-45,bachelors
1286,2401,male,0,30-45,bachelors
1287,2402,female,0,30-45,bachelors
1288,706,male,0,30-45,some
1289,2984,male,0,18-30,professional
1290,2659,male,0,18-30,bachelors
1291,3313,male,0,45-60,hs
1292,2290,male,0,30-45,masters
1293,3017,male,0,18-30,bachelors
1294,1517,male,0,,hs
1295,2907,female,0,30-45,bachelors
1296,2726,male,0,45-60,bachelors
1297,2020,male,0,18-30,hs
1298,609,male,0,30-45,hs
1299,1974,male,0,30-45,bachelors
1300,1005,male,0,30-45,bachelors
1301,1139,female,0,18-30,hs
1302,179,male,0,18-30,bachelors
1303,1734,male,1,45-60,masters
1304,1986,female,0,18-30,masters
1305,1402,female,1,18-30,doctorate
1306,2941,male,0,18-30,masters
1307,1396,male,0,18-30,hs
1308,735,male,0,30-45,masters
1309,967,male,0,30-45,professional
1310,867,male,1,18-30,bachelors
1311,569,male,0,18-30,hs
1312,180,male,0,30-45,professional
1313,2749,female,0,18-30,masters
1314,991,female,0,30-45,bachelors
1315,1793,male,0,30-45,masters
1316,2157,male,0,30-45,bachelors
1317,1841,male,1,,bachelors
1318,214,female,0,18-30,masters
1319,2434,male,0,18-30,bachelors
1320,166,female,0,18-30,bachelors
1321,1288,male,0,18-30,bachelors
1322,918,male,0,18-30,masters
1323,2875,male,0,30-45,masters
1324,1678,male,0,18-30,bachelors
1325,394,female,0,30-45,bachelors
1326,1020,female,0,18-30,bachelors
1327,189,male,0,30-45,professional
1328,3777,male,0,30-45,professional
1329,352,male,0,18-30,hs
1330,306,male,0,30-45,masters
1331,542,male,0,30-45,bachelors
1332,3284,male,0,18-30,masters
1333,638,female,0,18-30,masters
1334,1525,female,0,30-45,some
1335,1747,male,0,30-45,professional
1336,1741,male,0,18-30,bachelors
1337,3520,male,0,45-60,hs
1338,332,male,0,18-30,bachelors
1339,2779,male,0,18-30,masters
1340,78,male,0,Under 18,hs
1341,3330,male,0,30-45,masters
1342,1056,male,0,30-45,professional
1343,37,male,0,Under 18,some
1344,779,male,0,18-30,bachelors
1345,402,male,0,18-30,masters
1346,2287,male,0,18-30,bachelors
1347,1238,female,0,18-30,bachelors
1348,812,male,0,18-30,bachelors
1349,1948,male,0,45-60,bachelors
1350,3743,female,0,30-45,masters
1351,1320,male,0,30-45,hs
1352,769,male,0,18-30,bachelors
1353,343,male,0,45-60,bachelors
1354,198,male,0,18-30,hs
1355,1799,male,0,30-45,professional
1356,2673,male,0,30-45,masters
1357,1308,female,0,18-30,bachelors
1358,107,male,0,18-30,hs
1359,3547,female,0,45-60,bachelors
1360,860,female,1,30-45,masters
1361,962,female,0,30-45,bachelors
1362,2067,female,0,30-45,hs
1363,2865,female,0,30-45,bachelors
1364,3093,female,0,18-30,bachelors
1365,1552,male,1,18-30,bachelors
1366,2664,female,1,45-60,hs
1367,2152,female,0,18-30,professional
1368,3359,male,0,45-60,professional
1369,1964,female,0,,masters
1370,881,male,0,18-30,bachelors
1371,1153,female,0,18-30,doctorate
1372,2276,male,0,30-45,bachelors
1373,1165,male,0,30-45,masters
1374,3786,female,0,18-30,bachelors
1375,3148,male,0,18-30,hs
1376,1621,female,0,18-30,hs
1377,1608,male,0,18-30,bachelors
1378,754,male,0,30-45,bachelors
1379,465,female,0,30-45,masters
1380,1599,female,0,18-30,hs
1381,4213,female,0,18-30,bachelors
1382,2742,male,0,45-60,masters
1383,237,male,0,18-30,hs
1384,1104,male,0,18-30,bachelors
1385,714,male,0,18-30,masters
1386,2048,female,0,18-30,masters
1387,489,female,0,18-30,hs
1388,1819,male,0,30-45,professional
1389,4208,female,1,18-30,professional
1390,1481,male,1,18-30,bachelors
1391,2408,male,0,30-45,bachelors
1392,58,male,0,18-30,bachelors
1393,344,female,0,18-30,bachelors
1394,630,female,0,45-60,bachelors
1395,787,male,0,18-30,hs
1396,138,female,0,18-30,bachelors
1397,3155,male,0,18-30,hs
1398,1488,female,0,18-30,bachelors
1399,1184,female,0,18-30,hs
1400,2320,male,0,18-30,hs
1401,2228,male,1,30-45,bachelors
1402,59,female,0,18-30,bachelors
1403,1565,male,0,18-30,hs
1404,1736,male,0,30-45,bachelors
1405,1549,male,0,18-30,hs
1406,2758,male,0,30-45,professional
1407,1951,male,0,30-45,bachelors
1408,2187,male,0,18-30,hs
1409,1721,male,0,18-30,bachelors
1410,562,male,0,18-30,bachelors
1411,724,male,0,30-45,hs
1412,49,male,0,45-60,hs
1413,3401,female,0,30-45,masters
1414,3060,male,0,18-30,some
1415,2635,male,0,30-45,bachelors
1416,3012,male,0,30-45,hs
1417,3557,female,0,30-45,doctorate
1418,4226,female,0,18-30,bachelors
1419,32,male,0,Under 18,bachelors
1420,1377,male,0,30-45,bachelors
1421,259,female,0,18-30,masters
1422,3054,male,0,18-30,some
1423,740,female,0,30-45,bachelors
1424,692,female,0,30-45,doctorate
1425,3723,female,0,30-45,bachelors
1426,3275,female,1,18-30,bachelors
1427,177,male,0,18-30,masters
1428,1306,female,0,18-30,hs
1429,1169,male,0,18-30,bachelors
1430,2520,male,1,30-45,bachelors
1431,2787,male,0,18-30,hs
1432,4207,male,0,18-30,hs
1433,1875,male,1,30-45,hs
1434,1592,male,0,18-30,bachelors
1435,1765,male,0,30-45,hs
1436,2080,male,0,30-45,hs
1437,986,male,0,18-30,hs
1438,2791,male,0,18-30,hs
1439,1220,female,1,18-30,hs
1440,119,male,1,18-30,none
1441,331,male,0,18-30,masters
1442,24,female,0,18-30,bachelors
1443,815,male,0,30-45,masters
1444,529,male,0,18-30,professional
1445,2988,male,0,30-45,bachelors
1446,2757,female,0,45-60,bachelors
1447,2888,male,0,18-30,masters
1448,1199,female,0,18-30,masters
1449,1286,male,1,18-30,masters
1450,1062,female,1,30-45,masters
1451,1074,male,0,18-30,bachelors
1452,537,male,0,18-30,hs
1453,330,male,0,30-45,professional
1454,3128,male,1,30-45,bachelors
1455,2836,female,0,30-45,hs
1456,627,female,0,30-45,bachelors
1457,221,female,0,30-45,masters
1458,1779,male,0,18-30,bachelors
1459,348,male,0,18-30,bachelors
1460,1460,female,0,45-60,masters
1461,1509,male,0,30-45,masters
1462,41,female,0,18-30,hs
1463,1344,male,0,18-30,hs
1464,1413,female,0,30-45,hs
1465,3130,male,1,18-30,bachelors
1466,1518,female,0,30-45,professional
1467,797,female,0,18-30,masters
1468,996,female,0,30-45,professional
1469,1556,male,0,30-45,bachelors
1470,3075,male,0,18-30,hs
1471,3147,male,1,30-45,professional
1472,3165,female,0,18-30,bachelors
1473,1622,male,0,,bachelors
1474,102,male,0,18-30,bachelors
1475,3030,female,0,30-45,bachelors
1476,513,male,0,30-45,bachelors
1477,668,female,1,30-45,bachelors
1478,2325,male,0,18-30,bachelors
1479,1091,female,1,30-45,doctorate
1480,1610,male,0,30-45,masters
1481,1928,male,0,30-45,masters
1482,2191,female,0,18-30,masters
1483,2509,female,0,18-30,professional
1484,1904,male,0,30-45,bachelors
1485,2882,male,0,18-30,hs
1486,2668,male,0,30-45,masters
1487,2375,female,1,30-45,bachelors
1488,2412,male,1,18-30,masters
1489,1051,male,0,18-30,bachelors
1490,1862,male,0,30-45,bachelors
1491,1787,female,0,45-60,masters
1492,3299,male,0,30-45,bachelors
1493,4081,male,0,45-60,bachelors
1494,757,male,1,30-45,bachelors
1495,2212,female,0,30-45,bachelors
1496,3762,male,1,Over 60,bachelors
1497,4236,male,0,30-45,masters
1498,483,male,0,30-45,bachelors
1499,3665,male,0,18-30,bachelors
1500,3320,male,1,18-30,bachelors
1501,1723,male,0,18-30,masters
1502,131,female,0,45-60,bachelors
1503,1057,female,0,30-45,masters
1504,261,male,0,18-30,professional
1505,2767,female,0,18-30,bachelors
1506,2615,female,0,18-30,masters
1507,3080,female,0,30-45,bachelors
1508,3428,male,0,30-45,bachelors
1509,2712,male,0,30-45,hs
1510,3722,male,0,,professional
1511,2026,male,0,18-30,bachelors
1512,3897,male,0,30-45,masters
1513,1,male,0,18-30,hs
1514,1454,female,0,18-30,hs
1515,360,female,0,18-30,masters
1516,1175,female,0,18-30,bachelors
1517,1303,female,0,30-45,bachelors
1518,778,male,1,18-30,bachelors
1519,2525,male,0,18-30,masters
1520,1775,male,0,18-30,bachelors
1521,2946,female,0,45-60,masters
1522,1240,male,0,18-30,hs
1523,2591,female,0,30-45,bachelors
1524,1066,male,0,18-30,hs
1525,2976,male,0,18-30,hs
1526,1144,male,0,18-30,hs
1527,1324,male,0,45-60,professional
1528,1368,male,0,18-30,bachelors
1529,2775,male,0,30-45,some
1530,151,male,0,30-45,hs
1531,908,male,0,30-45,professional
1532,1075,male,0,30-45,professional
1533,913,male,0,18-30,bachelors
1534,1828,female,1,30-45,hs
1535,2006,male,0,18-30,hs
1536,2792,male,0,18-30,masters
1537,4057,female,0,30-45,professional
1538,3425,male,0,18-30,hs
1539,228,male,0,30-45,bachelors
1540,271,male,0,18-30,professional
1541,2295,female,0,45-60,bachelors
1542,3478,female,0,18-30,masters
1543,2651,male,1,18-30,professional
1544,4290,male,0,18-30,bachelors
1545,2662,female,0,30-45,bachelors
1546,1381,female,0,18-30,masters
1547,775,female,0,30-45,hs
1548,4210,female,1,45-60,bachelors
1549,2209,male,0,18-30,bachelors
1550,368,female,0,18-30,hs
1551,4276,male,0,18-30,doctorate
1552,3521,female,0,18-30,masters
1553,501,female,0,30-45,bachelors
1554,484,male,0,30-45,bachelors
1555,1339,male,0,18-30,some
1556,2342,male,0,18-30,hs
1557,2685,male,0,30-45,hs
1558,3288,male,0,30-45,some
1559,1138,female,0,30-45,bachelors
1560,713,male,0,30-45,bachelors
1561,2973,male,0,18-30,masters
1562,3395,male,0,45-60,bachelors
1563,4167,male,0,30-45,bachelors
1564,688,male,0,30-45,bachelors
1565,1399,female,0,18-30,bachelors
1566,143,male,0,18-30,bachelors
1567,175,female,0,18-30,hs
1568,1311,female,1,18-30,masters
1569,401,female,0,18-30,bachelors
1570,2087,male,0,18-30,hs
1571,2090,female,0,18-30,hs
1572,2186,male,0,30-45,professional
1573,1419,female,0,18-30,hs
1574,3863,female,0,18-30,professional
1575,936,male,0,30-45,masters
1576,3499,female,0,30-45,hs
1577,1386,male,1,30-45,bachelors
1578,4165,male,0,30-45,masters
1579,1947,male,0,30-45,some
1580,1438,male,0,30-45,masters
1581,3056,female,0,30-45,bachelors
1582,1017,male,0,18-30,bachelors
1583,938,male,0,30-45,bachelors
1584,3000,female,0,30-45,hs
1585,801,female,0,18-30,bachelors
1586,3051,male,0,18-30,bachelors
1587,3213,male,0,30-45,masters
1588,2105,male,0,30-45,bachelors
1589,4263,male,0,18-30,masters
1590,3747,male,0,45-60,hs
1591,1540,female,0,Over 60,hs
1592,553,male,0,18-30,bachelors
1593,964,male,0,18-30,bachelors
1594,3816,male,0,18-30,hs
1595,527,male,0,30-45,masters
1596,989,female,1,18-30,some
1597,3795,female,1,45-60,hs
1598,3855,male,0,30-45,masters
1599,2247,male,0,18-30,bachelors
1600,728,female,0,18-30,hs
1601,1206,male,0,18-30,bachelors
1602,274,male,0,30-45,masters
1603,3050,female,0,18-30,masters
1604,2780,female,0,18-30,professional
1605,2956,male,1,18-30,masters
1606,2869,female,0,18-30,professional
1607,3544,male,0,18-30,bachelors
1608,1297,male,0,30-45,doctorate
1609,3727,female,0,30-45,bachelors
1610,152,female,0,18-30,masters
1611,2074,male,0,30-45,professional
1612,3475,female,0,18-30,hs
1613,3632,female,0,30-45,masters
1614,2257,male,1,18-30,masters
1615,1602,male,0,30-45,bachelors
1616,1123,male,0,18-30,bachelors
1617,2765,male,0,Under 18,hs
1618,1071,male,0,18-30,hs
1619,341,female,0,18-30,masters
1620,900,female,1,45-60,hs
1621,1630,male,0,18-30,hs
1622,1595,male,0,18-30,professional
1623,2648,male,0,30-45,hs
1624,2747,male,0,18-30,bachelors
1625,454,female,0,18-30,hs
1626,1672,male,0,30-45,masters
1627,1426,male,0,18-30,hs
1628,3507,female,0,30-45,masters
1629,1261,female,0,30-45,masters
1630,3820,female,0,18-30,bachelors
1631,1865,male,0,18-30,professional
1632,3526,female,0,Under 18,bachelors
1633,846,female,0,18-30,bachelors
1634,1715,male,1,18-30,hs
1635,1437,male,0,30-45,masters
1636,1118,male,0,18-30,bachelors
1637,1195,female,0,30-45,bachelors
1638,3319,female,0,30-45,bachelors
1639,38,female,0,30-45,bachelors
1640,4234,male,0,18-30,bachelors
1641,1197,female,0,18-30,hs
1642,159,male,0,18-30,professional
1643,2482,male,0,18-30,bachelors
1644,2258,female,0,18-30,hs
1645,4232,male,0,18-30,masters
1646,1637,male,0,18-30,masters
1647,738,male,0,18-30,hs
1648,3458,male,0,18-30,hs
1649,1131,male,0,18-30,masters
1650,4287,female,0,30-45,bachelors
1651,2082,female,1,30-45,hs
1652,1217,male,1,30-45,doctorate
1653,978,male,0,18-30,bachelors
1654,1585,male,0,30-45,masters
1655,473,female,0,18-30,masters
1656,1818,female,1,45-60,bachelors
1657,1291,male,0,45-60,hs
1658,1336,male,0,30-45,hs
